employee_id,first_name,last_name,full_name,email,email_domain,hire_date,job_title,department,salary,salary_band,manager_id,address,city,state,zip_code,birth_date,age,tenure_years,status
1350,Wanda,Andrews,Wanda Andrews,wanda.andrews@tech.com,tech.com,2024-09-29,Academic librarian,IT,225000,Senior,2042,N/A,EAST ALEXISSTAD,IL,66613,1987-03-19,38,1.4,Active
1353,Robert,Kelly,Robert Kelly,robert.kelly@enterprise.com,enterprise.com,2021-07-16,Trade union research officer,MARKETING,95000,Senior,9067,MARKETING,TERRELLCHESTER,AK,86451,1990-07-16,35,4.6,Active
1355,Sharon,Hernandez,Sharon Hernandez,sharon.hernandez@company.com,company.com,2023-06-05,Drilling engineer,ANALYTICS,62100,Mid,3008,ANALYTICS,N/A,MH,78986,1980-10-05,45,2.7,Active
1356,Nancy,Smith,Nancy Smith,nancy.smith@enterprise.com,enterprise.com,2023-08-25,Water quality scientist,N/A,225000,Senior,3064,N/A,NEW SHAWN,ME,23729,1969-04-22,56,2.5,Active
1357,Brian,Walker,Brian Walker,brian.walker@corp.com,corp.com,2021-04-16,Ergonomist,N/A,105000,Senior,3026,N/A,EAST JACOB,DE,15251,1993-01-22,33,4.8,Active
1358,Nicole,Schwartz,Nicole Schwartz,nicole.schwartz@analytics.com,analytics.com,2021-04-02,Operational researcher,SALES,55000,Mid,2095,SALES,MCGEEHAVEN,NE,70176,2003-04-29,22,4.9,Active
1362,Shane,Kennedy,Shane Kennedy,shane.kennedy@company.com,company.com,2019-10-09,Occupational psychologist,HR,55000,Mid,2062,N/A,SUAREZHAVEN,NE,77516,1992-05-09,33,6.4,Active
1364,Renee,Jordan,Renee Jordan,renee.jordan@company.com,company.com,2021-05-20,Patent examiner,IT,75000,Mid,9029,IT,CHRISTOPHERSHIRE,MT,32354,1983-09-09,42,4.8,Active
1366,Lisa,Greer,Lisa Greer,lisa.greer@analytics.com,analytics.com,2021-09-02,Volunteer coordinator,MARKETING,225000,Senior,9083,MARKETING,MOOREFORT,WV,39779,1976-09-07,49,4.5,Active
1368,Brittany,Barton,Brittany Barton,brittany.barton@enterprise.com,enterprise.com,2021-12-19,Educational psychologist,ANALYTICS,85000,Senior,9093,ANALYTICS,RICHARDFURT,GU,45083,1971-05-09,54,4.2,Active
1369,Lauren,Rodriguez,Lauren Rodriguez,lauren.rodriguez@analytics.com,analytics.com,2023-11-05,Animator,ANALYTICS,75000,Mid,2046,ANALYTICS,PORT JASONVILLE,MI,71221,1995-01-10,31,2.3,Active
1373,Brian,Reyes,Brian Reyes,brian.reyes@corp.com,corp.com,2023-05-28,Radio producer,SALES,74000,Mid,5054,SALES,JASONBURY,KS,25392,1997-03-20,28,2.7,Active
1374,Tonya,Perry,Tonya Perry,tonya.perry@company.com,company.com,2023-11-26,Analytical chemist,N/A,55000,Mid,5013,N/A,LAKE ERNEST,TX,87908,2000-11-02,25,2.2,Active
1375,Melanie,Mills,Melanie Mills,melanie.mills@tech.com,tech.com,2025-01-03,Quarry manager,ANALYTICS,105000,Senior,2029,ANALYTICS,WEST GREGORYVIEW,NJ,91755,1974-04-14,51,1.1,Active
1376,Cindy,Garner,Cindy Garner,cindy.garner@corp.com,corp.com,2023-12-16,Licensed conveyancer,HR,74000,Mid,5041,HR,N/A,ND,53024,1998-07-29,27,2.2,Active
1377,Billy,Williams,Billy Williams,billy.williams@corp.com,corp.com,2021-01-17,Clinical cytogeneticist,SALES,85000,Senior,5093,SALES,SETHBURGH,CO,06835,1985-05-24,40,5.1,Active
1380,Jared,Hardy,Jared Hardy,jared.hardy@enterprise.com,enterprise.com,2020-10-13,Financial planner,ANALYTICS,62100,Mid,9020,ANALYTICS,VEGAMOUTH,ID,38350,1968-12-17,57,5.4,Active
1381,Yolanda,Perkins,Yolanda Perkins,yolanda.perkins@tech.com,tech.com,2022-02-18,Trading standards officer,HR,90000,Senior,5005,HR,FISHERTOWN,IL,77375,1983-04-12,42,4,Active
1382,Dave,Williams,Dave Williams,dave.williams@enterprise.com,enterprise.com,2020-03-26,Chartered certified accountant,HR,75000,Mid,5026,N/A,BRANDONMOUTH,HI,83033,1976-12-13,49,5.9,Active
1383,Anthony,Williams,Anthony Williams,anthony.williams@tech.com,tech.com,2022-02-06,Heritage manager,HR,65000,Mid,9097,HR,RHODESCHESTER,ND,22368,1966-09-04,59,4,Active
1384,Brent,Morris,Brent Morris,brent.morris@company.com,company.com,2023-12-26,Freight forwarder,N/A,85000,Senior,3014,N/A,N/A,NC,45507,1981-06-01,44,2.2,Active
1386,Thomas,Smith,Thomas Smith,thomas.smith@enterprise.com,enterprise.com,2022-03-12,Multimedia specialist,MARKETING,225000,Senior,2056,MARKETING,N/A,AK,56424,1979-10-25,46,3.9,Active
1387,Danny,Myers,Danny Myers,danny.myers@corp.com,corp.com,2023-11-10,Sales executive,ANALYTICS,95000,Senior,9037,N/A,WEST WENDYMOUTH,ME,13376,1979-07-15,46,2.3,Active
1388,Andrea,Bass,Andrea Bass,andrea.bass@company.com,company.com,2021-06-29,IT trainer,IT,90000,Senior,5038,IT,MCCARTYPORT,MI,44281,1991-05-27,34,4.6,Active
1389,Jonathan,Campbell,Jonathan Campbell,jonathan.campbell@company.com,company.com,2021-01-05,"Engineer, petroleum",ANALYTICS,85000,Senior,3024,ANALYTICS,BROOKSBURY,RI,53225,1990-07-08,35,5.1,Active
1390,Martin,Richards,Martin Richards,martin.richards@company.com,company.com,2024-08-10,Illustrator,ANALYTICS,65000,Mid,9004,N/A,LAKE RONALDBOROUGH,WY,89258,1988-11-25,37,1.5,Active
1392,Russell,Giles,Russell Giles,russell.giles@corp.com,corp.com,2022-09-09,Clinical embryologist,IT,75000,Mid,9081,IT,NORTH MATTHEWMOUTH,IA,41633,1979-05-28,46,3.4,Active
1394,Tracy,Roy,Tracy Roy,tracy.roy@analytics.com,analytics.com,2022-12-25,Advertising copywriter,SALES,74000,Mid,5080,SALES,SARAHBURY,OK,49693,1976-11-11,49,3.2,Active
1396,Austin,Hart,Austin Hart,austin.hart@analytics.com,analytics.com,2020-05-25,Adult nurse,N/A,90000,Senior,9008,N/A,GONZALEZFURT,CO,25089,1988-12-08,37,5.7,Active
1398,Shane,Sandoval,Shane Sandoval,shane.sandoval@company.com,company.com,2023-06-10,Bookseller,IT,90000,Senior,9059,IT,GRIFFINFURT,MO,60122,2002-04-15,23,2.7,Active
1400,Jessica,James,Jessica James,jessica.james@corp.com,corp.com,2021-08-22,"Designer, blown glass/stained glass",IT,95000,Senior,2047,IT,MEYERTOWN,WV,31894,1984-09-01,41,4.5,Active
1401,Debra,Long,Debra Long,debra.long@analytics.com,analytics.com,2020-04-23,Therapeutic radiographer,SALES,225000,Senior,3114,SALES,KELLYHAVEN,NE,88488,1972-09-23,53,5.8,Active
1405,John,Roberts,John Roberts,john.roberts@tech.com,tech.com,2023-08-13,Facilities manager,IT,90000,Senior,9025,IT,WILLIAMBOROUGH,CT,18226,1981-04-29,44,2.5,Active
1406,William,Lopez,William Lopez,william.lopez@enterprise.com,enterprise.com,2020-04-27,Operational investment banker,MARKETING,55000,Mid,9027,MARKETING,N/A,WA,58692,1974-08-14,51,5.8,Active
1409,Alejandro,Roman,Alejandro Roman,alejandro.roman@company.com,company.com,2024-08-15,Marine scientist,HR,225000,Senior,3044,HR,JAMESBURGH,NM,47634,1992-10-31,33,1.5,Active
1411,Jennifer,Santiago,Jennifer Santiago,jennifer.santiago@company.com,company.com,2020-09-05,Video editor,N/A,55000,Mid,2036,N/A,HARRISONBERG,MD,03513,2004-03-03,21,5.5,Active
1414,Angel,Bennett,Angel Bennett,angel.bennett@analytics.com,analytics.com,2021-08-24,Actuary,MARKETING,55000,Mid,5082,MARKETING,JORDANBOROUGH,SC,08014,1996-12-23,29,4.5,Active
1415,Matthew,Smith,Matthew Smith,matthew.smith@tech.com,tech.com,2021-05-06,Advertising copywriter,N/A,65000,Mid,2093,N/A,WEST JOHN,DE,77577,1979-11-03,46,4.8,Active
1417,Antonio,Lucero,Antonio Lucero,antonio.lucero@company.com,company.com,2024-10-07,"Doctor, hospital",HR,225000,Senior,3024,N/A,NORTH LISA,ME,43466,1983-05-17,42,1.4,Active
1420,Aaron,Smith,Aaron Smith,aaron.smith@enterprise.com,enterprise.com,2023-11-10,Product designer,IT,45000,Junior,5024,IT,N/A,IA,56995,1974-04-27,51,2.3,Active
1421,Amy,Jackson,Amy Jackson,amy.jackson@company.com,company.com,2021-04-18,Interior and spatial designer,HR,105000,Senior,9054,HR,JOSEPHTON,KS,52323,1993-03-15,32,4.8,Active
1423,Patricia,Martin,Patricia Martin,patricia.martin@tech.com,tech.com,2024-08-15,Occupational psychologist,N/A,95000,Senior,5100,N/A,SOUTH MICHAELMOUTH,KY,01349,1979-03-23,46,1.5,Active
1424,Charlotte,Robinson,Charlotte Robinson,charlotte.robinson@tech.com,tech.com,2023-10-03,Wellsite geologist,IT,85000,Senior,2058,IT,LAKE DANIEL,OK,13673,2002-01-23,24,2.4,Active
1426,Ashlee,Griffin,Ashlee Griffin,ashlee.griffin@company.com,company.com,2020-12-29,Tourist information centre manager,SALES,74000,Mid,2023,SALES,NEW DALTON,AK,27251,1985-11-07,40,5.1,Active
1428,Alexandra,Edwards,Alexandra Edwards,alexandra.edwards@tech.com,tech.com,2020-12-25,Garment/textile technologist,HR,65000,Mid,5051,HR,NEW THOMASBOROUGH,PW,90290,2000-01-27,26,5.2,Active
1429,Christine,Stewart,Christine Stewart,christine.stewart@company.com,company.com,2023-07-12,Press photographer,IT,74000,Mid,9007,IT,DUFFYBERG,GA,09350,1991-10-28,34,2.6,Active
1430,Kristin,Peters,Kristin Peters,kristin.peters@analytics.com,analytics.com,2024-01-24,Animal technologist,ANALYTICS,95000,Senior,9035,N/A,N/A,NV,95483,1994-03-12,31,2.1,Active
1431,Cody,Maynard,Cody Maynard,cody.maynard@tech.com,tech.com,2023-10-04,Product manager,IT,62100,Mid,5020,N/A,N/A,WA,47812,1974-08-29,51,2.4,Active
1433,Catherine,Jones,Catherine Jones,catherine.jones@analytics.com,analytics.com,2020-03-22,Firefighter,SALES,55000,Mid,9057,SALES,PORT HOLLY,CA,96613,2004-10-13,21,5.9,Active
1434,Amy,Villegas,Amy Villegas,amy.villegas@enterprise.com,enterprise.com,2021-12-08,Secondary school teacher,ANALYTICS,90000,Senior,3140,ANALYTICS,N/A,ND,71873,1981-08-23,44,4.2,Active
1436,Andre,Moss,Andre Moss,andre.moss@company.com,company.com,2020-01-24,Chief Operating Officer,IT,75000,Mid,5027,N/A,LESLIEBURY,MO,75541,1985-04-14,40,6.1,Active
1437,Tonya,Hanson,Tonya Hanson,tonya.hanson@tech.com,tech.com,2021-01-23,Occupational psychologist,SALES,74000,Mid,3120,SALES,NEW DONNA,MH,77639,1985-05-25,40,5.1,Active
1438,Tracy,Fisher,Tracy Fisher,tracy.fisher@corp.com,corp.com,2021-08-05,Naval architect,IT,95000,Senior,3035,IT,CUNNINGHAMVIEW,OH,12829,1972-05-12,53,4.5,Active
1441,Jose,Hughes,Jose Hughes,jose.hughes@company.com,company.com,2025-08-18,IT technical support officer,IT,62100,Mid,5041,IT,SOUTH JOSHUATON,VI,09309,2000-10-18,25,0.5,Active
1442,Kimberly,Knight,Kimberly Knight,kimberly.knight@analytics.com,analytics.com,2020-06-01,"Horticulturist, commercial",HR,85000,Senior,5066,HR,DALTONFURT,ID,64146,1993-11-09,32,5.7,Active
1445,William,Romero,William Romero,william.romero@tech.com,tech.com,2022-01-27,"Accountant, chartered public finance",MARKETING,90000,Senior,9082,MARKETING,TIFFANYBURGH,NY,36553,1996-07-01,29,4.1,Active
1446,Tyler,Mann,Tyler Mann,tyler.mann@analytics.com,analytics.com,2025-12-31,Public house manager,IT,62100,Mid,9085,N/A,ERNESTFORT,NE,40909,1986-03-07,39,0.1,Active
1447,Charles,Brennan,Charles Brennan,charles.brennan@enterprise.com,enterprise.com,2021-12-09,Furniture designer,N/A,74000,Mid,5014,N/A,N/A,MS,04948,1969-08-01,56,4.2,Active
1448,Nicole,Stone,Nicole Stone,nicole.stone@company.com,company.com,2020-10-03,Retail merchandiser,IT,74000,Mid,9076,N/A,WEBERBOROUGH,AK,37371,1983-07-18,42,5.4,Active
1454,Jonathan,Baker,Jonathan Baker,jonathan.baker@analytics.com,analytics.com,2020-06-13,Musician,IT,74000,Mid,5089,IT,NORTH JENNIFER,FM,91565,1967-02-23,59,5.7,Active
1456,Michael,Lin,Michael Lin,michael.lin@company.com,company.com,2024-12-02,Quantity surveyor,IT,55000,Mid,9018,IT,KELLYBURGH,CO,37825,1974-01-25,52,1.2,Active
1457,Jasmine,Valdez,Jasmine Valdez,jasmine.valdez@company.com,company.com,2023-07-28,"Sales professional, IT",HR,85000,Senior,2009,HR,N/A,MN,93165,1991-03-27,34,2.6,Active
1458,Allison,Petersen,Allison Petersen,allison.petersen@tech.com,tech.com,2024-11-01,"Engineer, production",ANALYTICS,75000,Mid,5081,ANALYTICS,WALTERSVIEW,RI,56615,1979-02-18,47,1.3,Active
1459,Heather,Johns,Heather Johns,heather.johns@company.com,company.com,2020-03-02,Health visitor,IT,45000,Junior,3078,IT,PORT DENISE,CA,19378,1974-01-09,52,6,Active
1460,Debra,Ellis,Debra Ellis,debra.ellis@tech.com,tech.com,2020-01-18,"Accountant, chartered",IT,74000,Mid,9070,IT,PORT DUSTIN,VT,54087,1985-11-15,40,6.1,Active
1462,Michael,Ray,Michael Ray,michael.ray@analytics.com,analytics.com,2023-06-24,Games developer,IT,45000,Junior,5097,N/A,ROBINSONMOUTH,NH,63221,1977-03-08,48,2.7,Active
1464,Danielle,Marsh,Danielle Marsh,danielle.marsh@company.com,company.com,2023-08-30,Marine scientist,MARKETING,105000,Senior,3131,MARKETING,SAMANTHAVIEW,MP,16745,1991-02-12,35,2.5,Active
1465,Dillon,Cruz,Dillon Cruz,dillon.cruz@tech.com,tech.com,2020-12-29,Medical laboratory scientific officer,N/A,75000,Mid,5091,N/A,SMITHBURGH,NE,30670,1972-06-21,53,5.1,Active
1467,Linda,Smith,Linda Smith,linda.smith@company.com,company.com,2022-12-01,Air cabin crew,N/A,55000,Mid,3013,N/A,N/A,CT,45081,1970-09-27,55,3.2,Active
1469,Jonathan,Munoz,Jonathan Munoz,jonathan.munoz@company.com,company.com,2024-11-13,Curator,IT,45000,Junior,5045,IT,MARTINVILLE,GA,91432,1975-03-08,50,1.3,Active
1470,Steven,Mendoza,Steven Mendoza,steven.mendoza@tech.com,tech.com,2020-10-14,Legal secretary,MARKETING,65000,Mid,9051,N/A,LAKE HAROLDHAVEN,GU,61480,1976-02-25,50,5.4,Active
1472,Krystal,Bender,Krystal Bender,krystal.bender@corp.com,corp.com,2025-11-11,"Scientist, research (medical)",SALES,62100,Mid,2005,SALES,KIMBERLYTOWN,MO,47484,1988-08-12,37,0.3,Active
1473,Stacey,Braun,Stacey Braun,stacey.braun@company.com,company.com,2021-10-04,"Engineer, biomedical",HR,75000,Mid,9084,HR,JESUSSHIRE,IL,25809,1980-03-21,45,4.4,Active
1475,Robin,Nichols,Robin Nichols,robin.nichols@company.com,company.com,2019-09-20,Health physicist,IT,62100,Mid,3089,IT,MICHAELBERG,MA,51849,1993-06-30,32,6.4,Active
1476,Jesse,Marshall,Jesse Marshall,jesse.marshall@tech.com,tech.com,2021-02-21,"Engineer, electrical",ANALYTICS,85000,Senior,3029,N/A,KINGSIDE,NY,21009,1989-08-24,36,5,Active
1478,Jennifer,Burke,Jennifer Burke,jennifer.burke@analytics.com,analytics.com,2024-11-24,Dispensing optician,HR,55000,Mid,5058,HR,APRILBURGH,HI,22267,1966-09-01,59,1.2,Active
1479,Morgan,Mayo,Morgan Mayo,morgan.mayo@corp.com,corp.com,2021-03-04,Passenger transport manager,SALES,90000,Senior,5044,N/A,LAKE RICHARD,SD,95837,1983-01-23,43,5,Active
1482,Deborah,White,Deborah White,deborah.white@tech.com,tech.com,2021-05-17,Forest/woodland manager,HR,55000,Mid,2058,HR,GAYMOUTH,KY,30547,1993-10-16,32,4.8,Active
1483,Jessica,Olson,Jessica Olson,jessica.olson@analytics.com,analytics.com,2024-01-28,Horticultural consultant,MARKETING,105000,Senior,5100,MARKETING,EAST SARAHSIDE,MS,35505,1974-11-29,51,2.1,Active
1485,Amanda,Calderon,Amanda Calderon,amanda.calderon@enterprise.com,enterprise.com,2023-04-14,Pathologist,IT,90000,Senior,2040,IT,KIMBERLYSHIRE,IA,16046,1969-12-06,56,2.9,Active
1486,Steven,Nguyen,Steven Nguyen,steven.nguyen@analytics.com,analytics.com,2023-10-23,Administrator,N/A,62100,Mid,5035,N/A,SOUTH KELSEY,IA,05660,1981-02-09,45,2.3,Active
1488,Matthew,Schultz,Matthew Schultz,matthew.schultz@analytics.com,analytics.com,2024-02-29,Veterinary surgeon,MARKETING,62100,Mid,3048,N/A,MARSHALLTOWN,MT,02433,1967-09-25,58,2,Active
1491,Brittany,Scott,Brittany Scott,brittany.scott@analytics.com,analytics.com,2020-11-01,"Designer, fashion/clothing",HR,225000,Senior,5060,N/A,LAKE MELISSASTAD,VA,87882,1996-08-10,29,5.3,Active
1495,Nicholas,Barrett,Nicholas Barrett,nicholas.barrett@tech.com,tech.com,2024-08-31,Office manager,ANALYTICS,62100,Mid,3102,ANALYTICS,N/A,MS,07114,1980-10-17,45,1.5,Active
1497,Anna,Fernandez,Anna Fernandez,anna.fernandez@company.com,company.com,2023-04-26,Computer games developer,IT,95000,Senior,5032,IT,KATHERINEVILLE,PR,44633,1982-07-08,43,2.8,Active
1498,Emily,Jimenez,Emily Jimenez,emily.jimenez@company.com,company.com,2024-05-02,Personnel officer,MARKETING,62100,Mid,9083,MARKETING,SOUTH SHERRYFURT,WY,34291,1974-03-14,51,1.8,Active
1499,Steven,Browning,Steven Browning,steven.browning@company.com,company.com,2023-06-01,Clothing/textile technologist,N/A,74000,Mid,5039,N/A,CHAPMANBURGH,NJ,63784,2002-12-13,23,2.7,Active
1500,John,Hunt,John Hunt,john.hunt@tech.com,tech.com,2021-11-06,"Designer, fashion/clothing",HR,74000,Mid,2047,HR,N/A,NJ,96093,1994-12-22,31,4.3,Active
1501,Emma,Cantrell,Emma Cantrell,emma.cantrell@corp.com,corp.com,2021-04-22,Therapeutic radiographer,IT,75000,Mid,3087,IT,JOSEFORT,WA,21335,1993-02-18,33,4.8,Active
1502,Brenda,Miller,Brenda Miller,brenda.miller@analytics.com,analytics.com,2023-06-22,"Secretary, company",N/A,45000,Junior,9095,N/A,N/A,OR,46424,1977-10-18,48,2.7,Active
1503,Travis,Pittman,Travis Pittman,travis.pittman@analytics.com,analytics.com,2022-09-04,Hospital doctor,SALES,62100,Mid,5042,SALES,N/A,ME,09482,1984-02-24,42,3.5,Active
1505,Jay,Cook,Jay Cook,jay.cook@enterprise.com,enterprise.com,2025-10-20,Communications engineer,MARKETING,225000,Senior,2085,MARKETING,ROBERTSONFORT,NE,79203,1997-07-21,28,0.3,Active
1507,Mike,Butler,Mike Butler,mike.butler@company.com,company.com,2024-11-05,Homeopath,IT,45000,Junior,3054,IT,LAKE CRISTINA,WI,59952,1992-05-25,33,1.3,Active
1509,Laurie,White,Laurie White,laurie.white@company.com,company.com,2022-04-18,Careers information officer,N/A,55000,Mid,2034,N/A,JUSTINBURY,MA,70063,2001-01-09,25,3.8,Active
1510,James,Johnson,James Johnson,james.johnson@enterprise.com,enterprise.com,2019-11-11,Contracting civil engineer,HR,225000,Senior,3121,HR,N/A,CO,45415,1987-02-17,39,6.3,Active
1512,Diamond,Stevens,Diamond Stevens,diamond.stevens@analytics.com,analytics.com,2021-11-24,Archivist,IT,90000,Senior,2091,N/A,EAST THERESA,VA,71269,2002-04-06,23,4.2,Active
1513,Shannon,Davis,Shannon Davis,shannon.davis@corp.com,corp.com,2024-10-26,Pathologist,ANALYTICS,95000,Senior,2006,ANALYTICS,ERICMOUTH,MO,17721,1966-03-15,59,1.3,Active
1514,Barbara,Washington,Barbara Washington,barbara.washington@company.com,company.com,2020-11-07,Pathologist,SALES,74000,Mid,3097,SALES,ORTEGASIDE,HI,17109,1972-12-16,53,5.3,Active
1515,Jason,Avery,Jason Avery,jason.avery@enterprise.com,enterprise.com,2020-08-31,"Loss adjuster, chartered",SALES,45000,Junior,9072,N/A,SOUTH BRIANNATON,VT,37462,1968-10-14,57,5.5,Active
1517,Joseph,Allen,Joseph Allen,joseph.allen@tech.com,tech.com,2022-04-03,Press sub,IT,225000,Senior,5097,IT,SOUTH BETHANYFORT,AK,15624,2001-04-19,24,3.9,Active
1519,Carl,Hill,Carl Hill,carl.hill@company.com,company.com,2021-01-21,Haematologist,ANALYTICS,74000,Mid,9030,ANALYTICS,PARKERVIEW,CT,96504,1978-05-06,47,5.1,Active
1520,Brian,Maldonado,Brian Maldonado,brian.maldonado@analytics.com,analytics.com,2025-01-30,"Programmer, systems",MARKETING,85000,Senior,9087,MARKETING,ANDREATOWN,ND,06388,1992-04-03,33,1.1,Active
1522,James,Smith,James Smith,james.smith@corp.com,corp.com,2020-12-21,Homeopath,HR,45000,Junior,3085,N/A,SYDNEYMOUTH,CT,44290,1994-06-22,31,5.2,Active
1523,Joshua,Scott,Joshua Scott,joshua.scott@corp.com,corp.com,2023-09-02,Learning disability nurse,N/A,75000,Mid,5082,N/A,DAVILALAND,VT,64617,1977-02-06,49,2.5,Active
1524,Carol,Horn,Carol Horn,carol.horn@tech.com,tech.com,2020-04-14,"Teacher, adult education",ANALYTICS,85000,Senior,3033,ANALYTICS,ALLISONHAVEN,AZ,49003,2003-05-05,22,5.9,Active
1525,Christopher,Simpson,Christopher Simpson,christopher.simpson@analytics.com,analytics.com,2021-09-14,"Librarian, public",N/A,90000,Senior,5082,N/A,LEEFURT,IA,03968,2004-03-04,21,4.4,Active
1527,Brianna,Singleton,Brianna Singleton,brianna.singleton@analytics.com,analytics.com,2025-02-05,Radio producer,IT,95000,Senior,2097,IT,LAKE ADRIENNESHIRE,OR,72707,1997-02-06,29,1,Active
1531,Angel,Choi,Angel Choi,angel.choi@enterprise.com,enterprise.com,2023-06-16,Records manager,N/A,45000,Junior,9043,N/A,SOUTH JASONPORT,OH,77358,1986-06-11,39,2.7,Active
1533,Ashley,Escobar,Ashley Escobar,ashley.escobar@enterprise.com,enterprise.com,2021-02-20,Ship broker,IT,95000,Senior,3043,IT,SOUTH ASHLEYBURGH,PA,65020,1973-04-25,52,5,Active
1534,Carolyn,Hogan,Carolyn Hogan,carolyn.hogan@analytics.com,analytics.com,2020-03-14,Theatre manager,IT,65000,Mid,5097,IT,N/A,NM,40638,1991-11-13,34,5.9,Active
1535,Kristin,Odonnell,Kristin Odonnell,kristin.odonnell@company.com,company.com,2021-07-17,Chartered management accountant,IT,45000,Junior,3144,IT,WEST ANGELABERG,MT,95640,1975-05-16,50,4.6,Active
1537,Tiffany,Shaw,Tiffany Shaw,tiffany.shaw@analytics.com,analytics.com,2020-07-26,Building services engineer,ANALYTICS,95000,Senior,3111,ANALYTICS,LAKE JAMES,GA,53290,2000-05-14,25,5.6,Active
1539,Taylor,Mcmahon,Taylor Mcmahon,taylor.mcmahon@tech.com,tech.com,2019-06-01,Investment analyst,IT,95000,Senior,5051,IT,DEREKVILLE,NH,38002,1992-11-01,33,6.7,Active
1540,Wendy,Reilly,Wendy Reilly,wendy.reilly@tech.com,tech.com,2021-05-24,Financial planner,N/A,75000,Mid,2073,N/A,BARNESVIEW,RI,95780,1967-04-17,58,4.7,Active
1541,Melissa,Davis,Melissa Davis,melissa.davis@company.com,company.com,2020-03-05,Insurance claims handler,HR,105000,Senior,5090,HR,DELEONVILLE,CO,65328,1977-03-14,48,6,Active
1542,James,Thompson,James Thompson,james.thompson@company.com,company.com,2021-01-18,Civil Service fast streamer,MARKETING,45000,Junior,9036,MARKETING,CHARLENETOWN,OH,95364,1985-04-29,40,5.1,Active
1543,Jesse,Munoz,Jesse Munoz,jesse.munoz@enterprise.com,enterprise.com,2025-06-06,Educational psychologist,N/A,45000,Junior,9092,N/A,SOUTH JACOBMOUTH,NJ,95194,1971-10-27,54,0.7,Active
1544,Michael,King,Michael King,michael.king@company.com,company.com,2019-08-23,Health service manager,N/A,90000,Senior,3044,N/A,EAST LAWRENCEBOROUGH,TN,34630,1976-12-12,49,6.5,Active
1546,Elizabeth,Castro,Elizabeth Castro,elizabeth.castro@enterprise.com,enterprise.com,2025-01-29,Economist,SALES,74000,Mid,9032,SALES,NORTH KIMBERLYMOUTH,MA,42643,1996-08-17,29,1.1,Active
1547,Francisco,Webb,Francisco Webb,francisco.webb@enterprise.com,enterprise.com,2021-10-08,Psychiatrist,MARKETING,45000,Junior,2061,MARKETING,WEST TODDMOUTH,CA,42139,1993-11-11,32,4.4,Active
1549,Sarah,Ford,Sarah Ford,sarah.ford@enterprise.com,enterprise.com,2023-08-10,"Administrator, education",ANALYTICS,62100,Mid,3136,ANALYTICS,N/A,OR,55286,2003-11-03,22,2.5,Active
1552,Corey,Cardenas,Corey Cardenas,corey.cardenas@enterprise.com,enterprise.com,2021-08-10,Aid worker,MARKETING,45000,Junior,5044,N/A,JAYLAND,ND,59294,1969-11-16,56,4.5,Active
1553,Kelly,Garcia,Kelly Garcia,kelly.garcia@tech.com,tech.com,2023-08-13,"Designer, blown glass/stained glass",SALES,225000,Senior,3082,N/A,N/A,NV,96067,2002-08-21,23,2.5,Active
1554,Heather,Peterson,Heather Peterson,heather.peterson@company.com,company.com,2019-06-21,Politician's assistant,HR,55000,Mid,9011,HR,NEW ALEXALAND,RI,15826,1971-09-07,54,6.7,Active
1555,Harold,Thomas,Harold Thomas,harold.thomas@tech.com,tech.com,2021-11-07,Database administrator,SALES,55000,Mid,5067,SALES,N/A,WI,38935,1986-06-16,39,4.3,Active
1557,Kimberly,Atkinson,Kimberly Atkinson,kimberly.atkinson@analytics.com,analytics.com,2019-04-19,"Designer, multimedia",MARKETING,225000,Senior,2059,MARKETING,MAYSTOWN,NC,93047,1999-11-01,26,6.8,Active
1558,Melissa,Mcdonald,Melissa Mcdonald,melissa.mcdonald@analytics.com,analytics.com,2021-10-24,Patent examiner,ANALYTICS,55000,Mid,9097,ANALYTICS,JULIESIDE,FM,46859,1974-07-03,51,4.3,Active
1559,Samuel,Calderon,Samuel Calderon,samuel.calderon@tech.com,tech.com,2021-12-17,Field seismologist,IT,65000,Mid,5042,N/A,BRENDABOROUGH,NM,92744,1977-07-20,48,4.2,Active
1561,Lindsey,Hicks,Lindsey Hicks,lindsey.hicks@corp.com,corp.com,2021-04-02,"Lighting technician, broadcasting/film/video",MARKETING,105000,Senior,9082,MARKETING,JOHNSONSHIRE,MN,49074,1971-10-14,54,4.9,Active
1562,Isaac,Morgan,Isaac Morgan,isaac.morgan@corp.com,corp.com,2024-06-26,Mechanical engineer,HR,74000,Mid,9076,N/A,ADAMSTOWN,HI,42195,1988-08-05,37,1.6,Active
1563,Jeffrey,Thompson,Jeffrey Thompson,jeffrey.thompson@enterprise.com,enterprise.com,2023-11-21,"Designer, blown glass/stained glass",MARKETING,105000,Senior,2097,MARKETING,HARRISSHIRE,MP,50840,1998-01-20,28,2.2,Active
1565,Paul,Velez,Paul Velez,paul.velez@analytics.com,analytics.com,2020-10-28,Technical brewer,MARKETING,105000,Senior,2061,MARKETING,CARLMOUTH,MP,90786,1989-01-07,37,5.3,Active
1569,Pamela,Taylor,Pamela Taylor,pamela.taylor@company.com,company.com,2024-01-27,"Teacher, early years/pre",IT,62100,Mid,3140,IT,WEST GREGORY,OK,04439,1979-04-02,46,2.1,Active
1570,Timothy,Smith,Timothy Smith,timothy.smith@enterprise.com,enterprise.com,2023-04-21,Water quality scientist,IT,225000,Senior,2047,IT,SOUTH PAUL,NJ,40102,2001-10-23,24,2.8,Active
