employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
111,Stephanie,STEWART,stephanie.stewart@enterprise.com,2022-08-17,Futures trader,,"$74,000",2006,,,MA,27313,2004-11-08,Active
351,Shannon,hess,SHANNON.HESS@COMPANY.COM,2022-07-01,Marine scientist,,"$74,000",9063,"104 Villanueva Lodge Lake Douglasfort, NC 75525",Lake Michaelmouth,MS,82143,1968-08-11,Active
2881,sandra,Barnes,sandra.barnes@tech.,2024-09-26,"Horticulturist, commercial",SALES,$90000,,"439 Theresa Cove Sanchezfurt, AK 25860",West Joanfort,KY,35793,1986-01-04,Active
1387,danny,myers,danny.myers@corp.com,2023-11-10,Sales executive,Analytics,"$95,000",9037,,West Wendymouth,ME,13376,1979-07-15,Active
428,Robin,harper,robin.harper@corp.com,2020-07-08,Chief of Staff,Analytics,"$45,000",5086,,,DC,49733,1989-12-23,Active
2172,DESIREE,henry,desiree.henry@company.com,2024-04-06,IT sales professional,Marketing,"$225,000",9032,"6453 Richard Locks Matthewstad, AL 01571",Jasonshire,AK,29980,1965-10-13,Active
1362,shane,kennedy,SHANE.KENNEDY@COMPANY.COM,2019-10-09,Occupational psychologist,HR,"55,000",2062,,Suarezhaven,NE,77516,1992-05-09,Active
1520,brian,maldonado,brian.maldonado@analytics.com,2025-01-30,"Programmer, systems",Marketing,"$85,000",9087,"56873 Renee Brooks Apt. 751 Daniellebury, AK 40956",Andreatown,ND,06388,1992-04-03,Active
260,thomas,WALLACE,thomas.wallace@tech.com,2024-01-22,Recruitment consultant,Marketing,"$62,100",9067,"7518 Chung Via Apt. 273 Ramirezton, PW 94949",West Jessicashire,ND,41654,1966-11-10,Active
188,Jacob,BURNS,jacob.burns@company,2024-10-20,"Designer, furniture",it,"$45,000",9021,"314 Robinson Course Brittanychester, WV 76768",North Regina,AR,46675,1976-03-18,Active
1595,ANGELA,Mckinney,angela.mckinney@enterprise.com,2024-01-25,Air cabin crew,Marketing,"$74,000",2098,"33323 Charles Glens Clarkeview, WV 30376",East Ralph,MO,45396,1981-11-08,Active
674,justin,Dominguez,justin.dominguez@enterprise.com,2021-07-06,Medical secretary,IT,"55,000",3097,"288 Virginia Vista Wellstown, NE 54990",New Coltonberg,UT,15245,1983-05-15,Active
438,phillip,thompson,PHILLIP.THOMPSON@ENTERPRISE.COM,2027-09-12,Fitness centre manager,Analytics,"$95,000",3108,"983 Allen Inlet Mcknightshire, ND 27750",Lake Patrickstad,WI,02116,1999-07-21,Active
1532,SANDRA,mason,SANDRA.MASON@CORP.COM,2024-12-27,"Engineer, electronics",HR,,5067,,North Ericfort,WY,68482,1985-07-26,Active
1773,Sarah,Martin,sarah.martin@company,2025-09-09,Broadcast presenter,SALES,"$225,000",3021,"2383 Tyler Parkways Apt. 815 West Donnachester, WY 69474",Larafort,KY,54422,1986-05-01,Active
1443,thomas,BARTON,THOMAS.BARTON@ENTERPRISE.COM,2026-08-06,"Research officer, trade union",Marketing,"$62,100",3110,Unit 6617 Box 3655 DPO AA 03996,Torreschester,FL,69585,1972-11-29,Active
1535,Kristin,ODONNELL,kristin.odonnell@company.com,2021-07-17,Chartered management accountant,IT,"$45,000",3144,Unit 4105 Box 1089 DPO AA 97643,West Angelaberg,MT,95640,1975-05-16,Active
390,anthony,watson,anthony.watson@tech.com,2024-06-07,"Designer, blown glass/stained glass",Analytics,65000,3025,"45045 Jessica Freeway Suite 451 Laurenborough, TX 22956",Laurenmouth,MP,38177,1985-11-14,Active
2614,Wayne,SULLIVAN,wayne.sullivan@company.com,2020-12-12,"Engineer, building services",Marketing,"$95,000",9029,"3330 Alex Crest Suite 008 Sandovalview, KY 07046",West Ashley,KS,16891,1985-02-03,Active
919,Michael,parker,michael.parker@corp.com,2019-10-09,Ophthalmologist,HR,"$95,000",3120,"7947 Goodman Ford Johnburgh, HI 97486",Millerville,PA,14327,1968-04-25,Active
2956,STEPHANIE,Hawkins,stephanie.hawkins@corp.com,2022-02-15,"Production assistant, television",,$90000,5100,,Gregorychester,AR,74774,1974-01-17,Active
1713,Sarah,morgan,sarah.morgan@company.,2027-06-14,"Engineer, manufacturing",it,"$225,000",3025,"PSC 7341, Box 2909 APO AP 04494",,VI,86618,1984-10-12,Active
1222,michael,Martinez,michael.martinez@corp.com,2024-08-20,"Doctor, hospital",,"$74,000",2078,Unit 2254 Box 3212 DPO AA 54661,Simmonsberg,RI,14565,2001-07-03,Active
860,jose,Hoffman,jose.hoffman@corp.com,2021-07-06,"Nurse, adult",SALES,"$74,000",2076,,,IA,57833,1989-04-16,Active
1231,ASHLEY,johnson,ashley.johnson@enterprise.com,2023-01-23,Health physicist,Analytics,"55,000",3144,"6864 Scott Shoal West Kimberlybury, AL 51062",West Georgeside,NM,63183,1995-09-16,Active
1313,Eric,BREWER,eric.brewer@analytics.com,2024-02-24,"Biochemist, clinical",it,"$75,000",,"00834 Powell Center South Alisha, SC 30501",Fisherburgh,NJ,53734,1998-03-16,Active
1459,HEATHER,JOHNS,heather.johns@company.com,2020-03-02,Health visitor,it,"$45,000",3078,"51824 Michelle Isle Suite 911 Port Thomasfurt, GA 54859",Port Denise,CA,19378,1974-01-09,Active
1544,MICHAEL,king,michael.king@company.com,2019-08-23,Health service manager,,$90000,3044,"259 Townsend Creek Suite 655 Garciafurt, TX 02153",East Lawrenceborough,TN,34630,1976-12-12,Active
1052,Thomas,Baker,thomas.baker@enterprise.com,2027-11-06,"Conservator, museum/gallery",SALES,"$95,000",3138,"3971 Patrick Walks Apt. 874 Katherineview, SD 52974",,SD,63531,1968-10-17,Active
1667,Charles,CONLEY,charles.conley@enterprise.com,2027-10-16,Sports administrator,Analytics,"55,000",5003,"92213 Ryan Lake Port Michaelbury, NE 40381",New Latoya,CO,95211,1994-03-03,Active
2060,nathan,Lawrence,nathan.lawrence@tech.com,2021-07-20,Interior and spatial designer,IT,"$62,100",9026,,Rebeccahaven,HI,96960,1991-06-19,Active
1952,JUSTIN,Morales,JUSTIN.MORALES@ANALYTICS.COM,2020-04-26,Armed forces technical officer,Analytics,"$75,000",5061,"33300 Johnson Burg East Mary, NJ 91070",Port Steventown,IL,84248,1982-01-27,Active
646,KELLY,KENT,kelly.kent@corp,2024-05-11,Sales promotion account executive,IT,"$85,000",5085,"1373 April Groves Suite 474 East Wesley, NH 47798",West Beth,VA,72869,1996-07-04,Active
1782,kelly,DOYLE,kelly.doyle@corp.com,2025-10-07,Field seismologist,Analytics,"$45,000",,"52227 Rodriguez Plaza Acevedoborough, MA 17065",,NE,84105,1980-02-22,Active
1678,KEVIN,James,kevin.james@enterprise.com,2023-07-05,Brewing technologist,it,65000,,,Lake Terrishire,IA,34133,2000-01-28,Active
2562,PAUL,GONZALEZ,paul.gonzalez@enterprise.com,2024-08-28,"Runner, broadcasting/film/video",HR,"$95,000",5011,"54920 Thomas Green Port Brandonmouth, AL 07553",West Ashley,NE,17110,1978-09-11,Active
201,TIMOTHY,schaefer,TIMOTHY.SCHAEFER@COMPANY.COM,2021-02-24,"Social research officer, government",Marketing,"$105,000",,"423 Caitlin Passage Barronport, OR 65467",Moonchester,CO,57714,1975-12-24,Active
1180,Timothy,barnes,TIMOTHY.BARNES@ANALYTICS.COM,2024-01-09,Advertising account planner,Analytics,"$74,000",2003,"329 Kimberly Fords New Jennifermouth, KY 54823",East Susan,MI,29393,1977-09-14,Active
1420,AARON,SMITH,AARON.SMITH@ENTERPRISE.COM,2023-11-10,Product designer,it,"$45,000",5024,"7841 Donna Village Suite 421 Christinaland, TX 88473",,IA,56995,1974-04-27,Active
1055,JENNIFER,BARTLETT,jennifer.bartlett@corp.com,2024-04-03,Armed forces technical officer,IT,"$74,000",5075,"30036 Robert Streets Lake Nicolestad, AR 18203",Michellefurt,PR,02874,1983-12-16,Active
739,john,OCONNELL,john.oconnell@corp.com,2024-05-25,Camera operator,SALES,"55,000",5011,"5482 Parker Shores Carolynfurt, IL 77120",North Wanda,NJ,09958,2004-08-23,Active
671,Donna,WILLIAMS,donna.williams@enterprise.com,2027-02-14,Chiropodist,HR,"$85,000",3132,"5297 Barber Dale Apt. 459 Whiteshire, MA 73846",Mariahborough,NH,31414,1994-04-06,Active
250,Wyatt,Bates,wyatt.bates@enterprise.com,2024-05-27,Community development worker,it,"$74,000",,,,RI,75233,1999-06-02,Active
894,allen,Skinner,ALLEN.SKINNER@TECH.COM,2024-03-31,Transport planner,,"$85,000",,"95097 Lynch Plain Suite 686 Randolphhaven, WY 39374",New Jonathan,VI,09787,1988-06-14,Active
2640,ALBERT,ROBINSON,albert.robinson@tech.com,2022-07-13,Data scientist,Analytics,"$62,100",9034,"20766 Lane Gateway Apt. 203 Williamsberg, VA 68012",North Tammy,VT,12229,1984-10-06,Active
953,joshua,brown,JOSHUA.BROWN@TECH.COM,2023-10-29,Government social research officer,it,"$95,000",,"479 Odonnell Lakes Apt. 914 Leebury, LA 79411",Chelseaborough,CT,96815,1969-01-25,Active
1297,matthew,Howell,matthew.howell@company.com,2021-06-11,Insurance broker,,$90000,3021,"85261 Moore Harbor Susanfort, LA 39736",Lake Janice,NV,09003,1989-11-24,Active
1807,FAITH,bauer,faith.bauer@analytics.com,2024-01-28,"Education officer, environmental",HR,"$45,000",2059,"77618 Ross Glens Suite 238 Williamsview, UT 08584",Hallburgh,FL,54257,1993-06-06,Active
2186,Amanda,OWEN,amanda.owen@enterprise.com,2020-06-30,"Editor, film/video",it,"$105,000",5047,"1626 Clark Lodge New Saramouth, OR 12816",Lake Richard,MN,12853,1974-04-29,Active
1559,Samuel,calderon,samuel.calderon@tech.com,2021-12-17,Field seismologist,IT,65000,5042,,Brendaborough,NM,92744,1977-07-20,Active
748,samuel,Freeman,samuel.freeman@enterprise.com,2025-08-07,"Teacher, special educational needs",IT,"55,000",3062,"405 Jodi Station Scotttown, PW 11457",Averyshire,AZ,73240,1987-01-05,Active
2009,brandon,Guerrero,brandon.guerrero@corp.com,2023-08-06,"Librarian, public",IT,65000,2078,"03274 Baldwin Circle Chavezfurt, DE 21484",South Jennifer,OR,18719,1986-06-28,Active
2662,patty,williams,patty.williams@tech.com,2021-09-14,"Engineer, mining",Marketing,,,"8671 Cynthia Keys Lake Monicabury, TN 16009",Burnston,ND,51418,1973-02-28,Active
736,james,Middleton,james.middleton@analytics.com,2022-02-26,Medical secretary,IT,"$95,000",2027,"72346 Barnes Hollow Suite 007 Ryanton, WI 79596",Ashleyville,AZ,69573,1974-04-18,Active
1472,Krystal,BENDER,krystal.bender@corp.com,2025-11-11,"Scientist, research (medical)",SALES,"$62,100",2005,"208 Riley Shores Apt. 413 Moonton, GA 13018",Kimberlytown,MO,47484,1988-08-12,Active
801,Mary,ANDERSON,mary.anderson@tech.com,2023-05-07,"Designer, multimedia",IT,,2004,"788 Emily Station Apt. 497 Lake Joshua, MT 25013",Willistown,CA,90770,1982-12-23,Active
1878,lorraine,Schaefer,lorraine.schaefer@corp.com,2023-07-06,Operational investment banker,,"$95,000",2077,USNS Brooks FPO AA 39477,New Taramouth,AS,12578,1991-10-29,Active
189,KRISTEN,LOPEZ,kristen.lopez@company.com,2023-12-02,"Therapist, horticultural",SALES,65000,9022,,East Kelly,ID,08600,1976-10-18,Active
723,cheryl,Stevens,CHERYL.STEVENS@ANALYTICS.COM,2024-07-06,Lawyer,Analytics,"$62,100",9094,"885 Garrison Grove Suite 236 Frankburgh, GU 17688",Port Kennethstad,NV,51233,1988-09-27,Active
1163,lindsey,buck,lindsey.buck@corp.com,2022-02-23,Sub,HR,"55,000",2074,,Maureenchester,IN,13651,1996-11-11,Active
1975,GEOFFREY,Thompson,geoffrey.thompson@analytics.com,2021-07-27,Water quality scientist,HR,"$74,000",3123,"1962 Justin Island Suite 881 Campbelltown, NY 36402",Irwinport,SD,67009,1977-10-10,Active
138,jennifer,Bailey,jennifer.bailey@analytics.com,2023-03-02,Public house manager,it,$90000,5079,,Alantown,AL,18067,2001-10-12,Active
2955,lauren,THOMPSON,lauren.thompson@tech.com,2020-11-19,Production manager,,"$95,000",2063,"84161 Glass Roads New Bonnie, CT 56953",,ME,01988,1987-10-26,Active
1071,Emily,Myers,emily.myers@enterprise.com,2026-01-23,IT technical support officer,IT,"$62,100",,"926 Leonard Hollow Port Luis, ME 26307",North Taraton,VT,92239,1987-07-18,Active
1542,james,thompson,JAMES.THOMPSON@COMPANY.COM,2021-01-18,Civil Service fast streamer,Marketing,"$45,000",9036,"779 Johnson Passage Apt. 469 Ashleyside, AS 58108",Charlenetown,OH,95364,1985-04-29,Active
1865,Terrance,TAYLOR,terrance.taylor@company.com,2020-03-16,Arts development officer,SALES,65000,,"6733 Troy Road Adambury, PW 83551",Carlhaven,NC,56864,1978-12-30,Active
367,Heather,HUGHES,heather.hughes@enterprise.com,2022-04-18,Building control surveyor,it,"$105,000",2060,,Kimville,OK,49840,2002-04-17,Active
1575,margaret,dunn,margaret.dunn@enterprise.com,2025-09-21,Architect,HR,"$85,000",9005,"28838 Thompson Coves New Coreyhaven, VT 06971",Lake Craigburgh,MH,61158,2004-11-10,Active
2228,ALEX,Blackwell,alex.blackwell@tech.,2021-10-05,Private music teacher,,$90000,5010,Unit 3864 Box 0046 DPO AA 28836,,OK,15605,1991-08-04,Active
2600,matthew,buckley,MATTHEW.BUCKLEY@COMPANY.COM,2020-03-12,Investment analyst,Analytics,"$95,000",9008,USS Spears FPO AP 69258,Bergmouth,MD,91476,1988-03-30,Active
1906,wesley,PHAM,wesley.pham@analytics,2020-04-11,Further education lecturer,Analytics,"$105,000",9086,"56772 Peck Alley West Jenniferland, CO 54362",Powellbury,CA,80407,2003-02-10,Active
271,MARK,johnson,mark.johnson@corp.com,2027-02-10,"Surveyor, mining",HR,$90000,2093,Unit 0179 Box 8347 DPO AA 12465,East Annaborough,FL,16638,1975-12-28,Active
1401,Debra,long,debra.long@analytics.com,2020-04-23,Therapeutic radiographer,SALES,"$225,000",3114,"5605 Hawkins Parks New Rogerfort, NM 72239",Kellyhaven,NE,88488,1972-09-23,Active
1319,brian,Ellis,BRIAN.ELLIS@COMPANY.COM,2024-10-26,Surgeon,SALES,"$95,000",3066,"471 Leon Fords Apt. 152 Lake Scott, MI 30268",Amyview,MT,37012,1970-11-12,Active
405,TYRONE,Dunn,tyrone.dunn@analytics.com,2022-10-08,"Psychotherapist, dance movement",HR,"$85,000",5036,,Payneside,AS,50852,1972-03-16,Active
1574,Gary,Fowler,gary.fowler@enterprise.com,2024-04-23,"Engineer, electrical",HR,"$74,000",3028,"137 Jessica Dam Apt. 520 Robertside, OH 37489",New Christophershire,OR,22056,1976-05-24,Active
1541,MELISSA,DAVIS,melissa.davis@company.com,2020-03-05,Insurance claims handler,HR,"$105,000",5090,"0772 John Plaza North Julieberg, OH 20679",Deleonville,CO,65328,1977-03-14,Active
2915,Meghan,Brady,meghan.brady@corp.com,2020-09-05,Television floor manager,SALES,"$85,000",2097,"002 Monica Well Apt. 890 South Steven, MI 41470",New Ann,WY,64910,1988-10-23,Active
1456,Michael,Lin,michael.lin@company.com,2024-12-02,Quantity surveyor,it,"55,000",9018,"46548 Bruce Station Juarezfort, MT 39324",Kellyburgh,CO,37825,1974-01-25,Active
1262,dana,Long,dana.long@analytics.com,2021-06-22,Soil scientist,Analytics,"$225,000",9086,"488 Olivia Cliff Suite 290 Jenniferland, AL 92765",Susanville,TN,13444,1972-11-30,Active
318,Brent,FLOWERS,brent.flowers@company.com,2024-05-20,Recycling officer,Marketing,"$45,000",,"732 Johnston Course Apt. 015 Lake Robert, VT 70927",North Victoriamouth,TX,07026,1999-09-26,Active
169,javier,Jackson,javier.jackson@tech.com,2023-04-02,"Therapist, drama",SALES,"$85,000",2011,"39131 Williams Ford Apt. 187 New Davidberg, FM 50045",Port Michael,KS,97706,1992-06-17,Active
2663,Lisa,wright,lisa.wright@tech.com,2024-01-23,Archaeologist,,"$105,000",,"27213 Olson Lane New Meganhaven, NY 30526",Alantown,AR,45140,1998-07-07,Active
2167,STEVEN,fisher,steven.fisher@corp.com,2020-10-13,Probation officer,Analytics,,2052,USNV Parker FPO AE 33314,Graymouth,HI,85524,1988-03-14,Active
2343,Aaron,NELSON,aaron.nelson@analytics,2020-04-22,Theatre manager,Marketing,"$62,100",9032,,New Nichole,AK,58268,1987-03-26,Active
1438,tracy,fisher,tracy.fisher@corp.com,2021-08-05,Naval architect,it,"$95,000",3035,"1352 Gay Gateway North Douglas, ME 35625",Cunninghamview,OH,12829,1972-05-12,Active
160,Walter,GREENE,WALTER.GREENE@CORP.COM,2025-05-11,"Sound technician, broadcasting/film/video",it,"$225,000",,"0343 Tyler Plains Suite 777 South Mary, UT 32969",,WV,57132,1968-11-29,Active
558,joshua,lewis,joshua.lewis@tech.com,2023-08-19,"Research officer, government",HR,$90000,5022,"06370 Skinner Dale Apt. 064 Patrickville, MO 96537",Jeremyfort,NY,31762,1996-02-25,Active
1635,KAREN,CAMPBELL,karen.campbell@enterprise.com,2024-08-24,"Therapist, sports",HR,"$95,000",3006,,,AR,24258,1973-12-13,Active
217,LARRY,Larsen,larry.larsen@company.com,2021-11-14,Magazine features editor,Marketing,"$95,000",,USS Smith FPO AE 33327,,SC,84383,2001-05-31,Active
370,DANIEL,HUDSON,daniel.hudson@company.com,2020-06-19,"Journalist, broadcasting",,"$45,000",,"2740 Kim Highway Donaldland, WV 87472",Patriciabury,MH,15976,2004-12-04,Active
2392,William,munoz,william.munoz@analytics.com,2024-06-05,"Horticulturist, amenity",HR,"$75,000",2061,,New Jenny,NJ,28476,1967-04-16,Active
1506,Melissa,HOGAN,MELISSA.HOGAN@ANALYTICS.COM,2023-05-03,Warden/ranger,Analytics,,3105,"8049 Maynard Ville Davischester, VI 93527",Omarside,ID,21472,1973-11-16,Active
1212,BENJAMIN,KIM,benjamin.kim@analytics.com,2026-06-01,Biomedical scientist,SALES,"$225,000",5016,"648 Delacruz Pass Suite 142 West Georgeburgh, WA 53866",,IL,49082,1980-02-11,Active
1347,Kimberly,kelly,kimberly.kelly@corp.com,2019-07-14,"Teacher, adult education",,"$225,000",5055,,Jamesfort,MD,00622,1991-03-12,Active
2104,TODD,SHAH,todd.shah@tech.com,2027-12-14,"Teacher, secondary school",Analytics,"$74,000",5076,"913 Graham Turnpike Baileybury, PW 22372",North Nicholas,GU,53988,1983-07-13,Active
553,ANGELA,ramirez,angela.ramirez@corp.com,2020-10-17,Amenity horticulturist,HR,"$225,000",5072,"921 Roberts Highway West Davidton, OK 91256",Rhondafort,KS,72892,1971-12-03,Active
782,Miranda,Black,miranda.black@analytics.com,2024-10-24,Corporate investment banker,HR,"55,000",,"PSC 8623, Box 5889 APO AP 95102",,AL,10226,1995-06-17,Active
1549,SARAH,Ford,SARAH.FORD@ENTERPRISE.COM,2023-08-10,"Administrator, education",Analytics,"$62,100",3136,"411 Katie Greens Suite 524 Denisetown, LA 77488",,OR,55286,2003-11-03,Active
468,Sandra,carney,sandra.carney@company.com,2022-01-29,"Programmer, systems",HR,"$74,000",2040,"9881 Chase Place Apt. 825 Rebeccamouth, NJ 01516",North Robertfurt,OR,54112,1981-04-12,Active
2413,GREGORY,BAKER,gregory.baker@tech.,2023-01-09,Copy,it,65000,9044,"9659 Heather Valleys Apt. 745 South Josephville, VA 92167",Jeffreymouth,MT,19043,1975-08-03,Active
2896,jeffrey,COOPER,JEFFREY.COOPER@TECH.COM,2023-11-15,Chief Strategy Officer,SALES,"$95,000",2100,,West Zachary,KS,24491,1969-01-25,Active
1393,isaiah,Foley,isaiah.foley@company.,2026-09-03,Video editor,HR,"$74,000",2053,"06709 Scott Ways Autumnburgh, HI 52433",Daniellefurt,MN,84577,2001-04-14,Active
1949,Lisa,perez,lisa.perez@enterprise.com,2024-11-18,Podiatrist,Analytics,"$225,000",2062,"154 Jacqueline Divide Apt. 911 West Sean, CO 79741",Lisamouth,MP,13030,1979-11-30,Active
1518,JOSHUA,porter,joshua.porter@company,2023-08-30,IT consultant,Analytics,65000,2092,"64588 Walker Pass Jenniferton, NH 73646",,OH,51151,1970-10-27,Active
184,scott,Sanford,scott.sanford@analytics.com,2024-09-22,Geoscientist,SALES,"$62,100",5096,"473 Walter Trail Port Courtney, NC 50885",Johnchester,WV,22274,1982-11-08,Active
4,Karen,GRANT,karen.grant@analytics.com,2020-07-03,Horticultural consultant,HR,65000,5001,"3270 Fields Hill Apt. 872 Randyton, CT 08894",,MI,73503,1983-06-05,Active
1019,Victoria,Cole,victoria.cole@company.com,2026-10-26,Community development worker,it,"$85,000",3035,"PSC 1284, Box 7381 APO AA 39842",Murphymouth,CA,79299,2001-10-12,Active
770,kurt,schwartz,kurt.schwartz@company.com,2022-05-02,"Therapist, nutritional",,"$74,000",2068,"4324 Goodwin Vista Suite 216 Halltown, WV 24524",Bradfordport,MI,15747,1981-08-05,Active
1086,mark,boone,mark.boone@corp.com,2021-04-24,Theatre manager,,,9016,"508 Nathaniel Locks Apt. 900 North Eric, NM 28987",Rochatown,PR,08289,1981-09-08,Active
855,Michael,Salinas,michael.salinas@analytics.com,2026-11-11,"Engineer, petroleum",Analytics,"$74,000",9068,,New Lauramouth,WV,63482,1985-12-26,Active
1892,Sara,shepherd,sara.shepherd@enterprise.com,2023-08-10,Translator,it,65000,3032,"9167 Johnson Lodge Suite 680 Kathryntown, NV 56691",Port Jenniferbury,DE,38289,1968-08-18,Active
1898,Stephanie,palmer,stephanie.palmer@tech.com,2019-07-16,Fisheries officer,HR,"$105,000",5075,"571 Michael Place Jaystad, SC 71852",Rodriguezchester,NC,69026,1983-10-30,Active
406,Rachel,RAMIREZ,rachel.ramirez@tech.com,2025-04-30,Accommodation manager,Marketing,"$75,000",3108,,,SC,73126,2004-07-26,Active
1108,mary,ryan,MARY.RYAN@ENTERPRISE.COM,2021-11-22,"Scientist, research (maths)",it,"$105,000",3010,"14137 Jasmine Bridge Apt. 138 North Davidside, NE 14598",Natalieview,MA,67427,1982-10-02,Active
132,Mark,garner,mark.garner@enterprise.com,2021-02-25,Educational psychologist,SALES,"$225,000",5090,"13613 Richardson Pines Hicksville, ME 65590",Jordanport,ME,21629,1982-03-28,Active
1134,melissa,brown,melissa.brown@tech.com,2019-03-19,"Engineer, building services",HR,65000,2043,"3606 Stephanie Courts Apt. 833 East Jenniferburgh, IA 61360",Randallchester,LA,01489,1987-01-14,Active
2326,Katelyn,nelson,KATELYN.NELSON@CORP.COM,2022-04-21,Architectural technologist,,$90000,2066,"9178 Clarke Ports Suite 046 Newtonhaven, UT 51011",East Kimberly,FM,13563,1971-01-24,Active
1552,COREY,cardenas,COREY.CARDENAS@ENTERPRISE.COM,2021-08-10,Aid worker,Marketing,"$45,000",5044,,Jayland,ND,59294,1969-11-16,Active
1366,lisa,Greer,LISA.GREER@ANALYTICS.COM,2021-09-02,Volunteer coordinator,Marketing,"$225,000",9083,"9716 Miller Port New Maxwell, NY 34833",Moorefort,WV,39779,1976-09-07,Active
2669,Valerie,Vasquez,valerie.vasquez@enterprise.com,2022-11-01,Location manager,it,"$75,000",9002,,Taylorstad,NV,14440,1979-07-05,Active
904,Mark,Boyle,mark.boyle@tech.,2024-05-31,Gaffer,,"$45,000",2059,"846 Cindy Keys Suite 940 North Michael, ND 77394",South Jillian,AZ,84849,1982-01-16,Active
193,Joseph,thomas,JOSEPH.THOMAS@ANALYTICS.COM,2021-03-11,Electronics engineer,IT,"$45,000",9031,"83730 Jennifer Square West Stacey, NC 77875",Robertsfort,AK,04888,1967-03-14,Active
2788,jason,WILSON,jason.wilson@company.com,2021-10-03,Company secretary,it,65000,2066,"82319 Michelle Brook Suite 439 South Heather, MI 77501",Timothyport,TN,53797,1976-06-21,Active
2516,juan,reyes,juan.reyes@enterprise.com,2024-07-10,"Editor, commissioning",SALES,"$62,100",5084,"171 Pamela Crossroad Apt. 099 Allenburgh, MP 73658",North Jon,NC,27241,1990-07-28,Active
1263,Nichole,Lane,NICHOLE.LANE@TECH.COM,2021-03-13,Production manager,Marketing,"55,000",3124,"734 Sara Meadow Suite 465 North Michael, NC 90531",North James,NE,31211,1966-05-29,Active
2748,KIMBERLY,Morrison,kimberly.morrison@tech.com,2027-11-19,Printmaker,Marketing,"$105,000",5043,"986 Matthew Trafficway Apt. 971 Port Adamburgh, DC 82427",Annton,NH,31443,1995-05-03,Active
1498,EMILY,jimenez,EMILY.JIMENEZ@COMPANY.COM,2024-05-02,Personnel officer,Marketing,"$62,100",9083,USCGC Mccann FPO AP 79529,South Sherryfurt,WY,34291,1974-03-14,Active
2660,Donna,Gonzalez,DONNA.GONZALEZ@ENTERPRISE.COM,2023-07-19,Cabin crew,it,"$95,000",,"PSC 1187, Box 6842 APO AP 58944",North Sheila,TX,42276,1988-06-28,Active
2793,MARY,price,mary.price@enterprise.com,2024-12-19,"Librarian, public",it,65000,,"688 Jessica Court North Shannonville, KS 16949",Victoriatown,NJ,14232,1977-05-31,Active
997,jennifer,SOSA,jennifer.sosa@analytics.com,2020-07-30,Community arts worker,Marketing,"$45,000",2068,"098 Riley Views Lawrenceport, MI 97299",North Laura,OK,15343,2002-05-30,Active
807,andrew,kelley,andrew.kelley@tech.,2021-09-30,Chief Strategy Officer,Analytics,"$225,000",,"512 Mark Trafficway Hernandezport, MH 44114",,PW,87767,2002-09-28,Active
1174,keith,carter,keith.carter@company.com,2023-11-07,Geophysical data processor,Analytics,"$62,100",5031,,,CT,79809,1999-03-06,Active
1903,tamara,MAYNARD,tamara.maynard@analytics,2020-09-10,"Social research officer, government",IT,"$75,000",5038,"891 Wood Rapid Suite 569 East Larry, OR 88893",,MD,33202,1972-12-29,Active
1980,Katherine,WILSON,katherine.wilson@tech.com,2026-03-05,Cytogeneticist,IT,"55,000",5003,,North Victoria,KY,21274,1998-08-05,Active
2969,james,jacobs,JAMES.JACOBS@TECH.COM,2023-10-23,Data processing manager,IT,65000,3060,"6927 Clark Club Suite 229 Port Karenview, AL 58223",Perezmouth,AR,50101,1981-08-11,Active
2999,kevin,OWENS,kevin.owens@corp.com,2023-03-10,Location manager,Marketing,"$74,000",3141,"90720 Mcguire Ville Apt. 209 West Josemouth, MT 65463",Mcculloughville,AL,55525,2001-09-05,Active
1008,andrea,Sloan,andrea.sloan@corp.com,2020-04-01,Risk analyst,Marketing,"$85,000",9057,USNV Perez FPO AE 35075,Jessicaport,OK,91973,1978-05-12,Active
1516,SAMUEL,LESTER,samuel.lester@tech.com,2023-09-24,Minerals surveyor,Analytics,"$62,100",,,Port Gary,NH,02152,1994-01-24,Active
1280,Melissa,Palmer,MELISSA.PALMER@ANALYTICS.COM,2021-03-11,Financial trader,SALES,"$95,000",9077,"258 Julie Coves Apt. 005 Vickiehaven, IA 53406",Vanessaton,WV,76810,1972-09-16,Active
520,SUSAN,BRANCH,susan.branch@tech.com,2024-02-29,"Teacher, music",Analytics,"55,000",9090,"078 Holt Shoals Suite 342 North Denise, WA 36068",Port Paigeview,OK,21702,1971-05-03,Active
2042,Leslie,JONES,LESLIE.JONES@COMPANY.COM,2023-08-29,Customer service manager,,"$45,000",,,East Paul,GA,79462,2002-10-14,Active
2302,Sarah,Christensen,SARAH.CHRISTENSEN@COMPANY.COM,2023-11-21,"Designer, industrial/product",Marketing,"$45,000",2052,,Mccoyburgh,FM,01979,1980-12-01,Active
1285,christine,DIAZ,christine.diaz@company.com,2020-07-05,Ergonomist,SALES,"$62,100",,"93574 Carter Station East Erinfurt, PW 74252",East Stacieburgh,NE,51291,1998-02-11,Active
2769,Kenneth,EDWARDS,kenneth.edwards@corp.com,2022-11-22,Financial trader,SALES,"$225,000",,,East Samuelchester,HI,06647,1995-08-15,Active
